gvkey,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,curcdq,datacqtr,datafqtr,costat,mkvaltq
064410,20191130,2019,3,INDL,C,D,STD,KMX,USD,2019Q4,2019Q3,A,15930.7017
064410,20200229,2019,4,INDL,C,D,STD,KMX,USD,2020Q1,2019Q4,A,14238.6021
064410,20200531,2020,1,INDL,C,D,STD,KMX,USD,2020Q2,2020Q1,A,14330.5778
064410,20200831,2020,2,INDL,C,D,STD,KMX,USD,2020Q3,2020Q2,A,17553.8427
064768,20100331,2010,1,INDL,C,D,STD,AMZN,USD,2010Q1,2010Q1,A,60553.4200
064768,20100630,2010,2,INDL,C,D,STD,AMZN,USD,2010Q2,2010Q2,A,48948.4800
064768,20100930,2010,3,INDL,C,D,STD,AMZN,USD,2010Q3,2010Q3,A,70519.9400
064768,20101231,2010,4,INDL,C,D,STD,AMZN,USD,2010Q4,2010Q4,A,81180.0000
064768,20110331,2011,1,INDL,C,D,STD,AMZN,USD,2011Q1,2011Q1,A,81418.7600
064768,20110630,2011,2,INDL,C,D,STD,AMZN,USD,2011Q2,2011Q2,A,92838.4600
064768,20110930,2011,3,INDL,C,D,STD,AMZN,USD,2011Q3,2011Q3,A,98384.6500
064768,20111231,2011,4,INDL,C,D,STD,AMZN,USD,2011Q4,2011Q4,A,78760.5000
064768,20120331,2012,1,INDL,C,D,STD,AMZN,USD,2012Q1,2012Q1,A,91129.5000
064768,20120630,2012,2,INDL,C,D,STD,AMZN,USD,2012Q2,2012Q2,A,103214.2000
064768,20120930,2012,3,INDL,C,D,STD,AMZN,USD,2012Q3,2012Q3,A,115206.9600
064768,20121231,2012,4,INDL,C,D,STD,AMZN,USD,2012Q4,2012Q4,A,113894.9800
064768,20130331,2013,1,INDL,C,D,STD,AMZN,USD,2013Q1,2013Q1,A,121252.9500
064768,20130630,2013,2,INDL,C,D,STD,AMZN,USD,2013Q2,2013Q2,A,126904.3300
064768,20130930,2013,3,INDL,C,D,STD,AMZN,USD,2013Q3,2013Q3,A,143189.1200
064768,20131231,2013,4,INDL,C,D,STD,AMZN,USD,2013Q4,2013Q4,A,183044.6100
064768,20140331,2014,1,INDL,C,D,STD,AMZN,USD,2014Q1,2014Q1,A,154727.9000
064768,20140630,2014,2,INDL,C,D,STD,AMZN,USD,2014Q2,2014Q2,A,150048.3600
064768,20140930,2014,3,INDL,C,D,STD,AMZN,USD,2014Q3,2014Q3,A,149289.7200
064768,20141231,2014,4,INDL,C,D,STD,AMZN,USD,2014Q4,2014Q4,A,144312.7500
064768,20150331,2015,1,INDL,C,D,STD,AMZN,USD,2015Q1,2015Q1,A,173398.6000
064768,20150630,2015,2,INDL,C,D,STD,AMZN,USD,2015Q2,2015Q2,A,203154.1200
064768,20150930,2015,3,INDL,C,D,STD,AMZN,USD,2015Q3,2015Q3,A,240076.4100
064768,20151231,2015,4,INDL,C,D,STD,AMZN,USD,2015Q4,2015Q4,A,318344.1900
064768,20160331,2016,1,INDL,C,D,STD,AMZN,USD,2016Q1,2016Q1,A,280198.0800
064768,20160630,2016,2,INDL,C,D,STD,AMZN,USD,2016Q2,2016Q2,A,339203.8800
064768,20160930,2016,3,INDL,C,D,STD,AMZN,USD,2016Q3,2016Q3,A,397722.2500
064768,20161231,2016,4,INDL,C,D,STD,AMZN,USD,2016Q4,2016Q4,A,357687.9900
064768,20170331,2017,1,INDL,C,D,STD,AMZN,USD,2017Q1,2017Q1,A,423766.1200
064768,20170630,2017,2,INDL,C,D,STD,AMZN,USD,2017Q2,2017Q2,A,464640.0000
064768,20170930,2017,3,INDL,C,D,STD,AMZN,USD,2017Q3,2017Q3,A,463370.7000
064768,20171231,2017,4,INDL,C,D,STD,AMZN,USD,2017Q4,2017Q4,A,566023.4800
064768,20180331,2018,1,INDL,C,D,STD,AMZN,USD,2018Q1,2018Q1,A,701959.9000
064768,20180630,2018,2,INDL,C,D,STD,AMZN,USD,2018Q2,2018Q2,A,827802.6000
064768,20180930,2018,3,INDL,C,D,STD,AMZN,USD,2018Q3,2018Q3,A,979467.0000
064768,20181231,2018,4,INDL,C,D,STD,AMZN,USD,2018Q4,2018Q4,A,737467.2700
064768,20190331,2019,1,INDL,C,D,STD,AMZN,USD,2019Q1,2019Q1,A,876129.0000
064768,20190630,2019,2,INDL,C,D,STD,AMZN,USD,2019Q2,2019Q2,A,935453.2200
064768,20190930,2019,3,INDL,C,D,STD,AMZN,USD,2019Q3,2019Q3,A,859275.4500
064768,20191231,2019,4,INDL,C,D,STD,AMZN,USD,2019Q4,2019Q4,A,920224.3200
064768,20200331,2020,1,INDL,C,D,STD,AMZN,USD,2020Q1,2020Q1,A,972910.2800
064768,20200630,2020,2,INDL,C,D,STD,AMZN,USD,2020Q2,2020Q2,A,1382168.8200
064768,20200930,2020,3,INDL,C,D,STD,AMZN,USD,2020Q3,2020Q3,A,1580662.4600
064821,20100331,2010,1,INDL,C,D,STD,ARE,USD,2010Q1,2010Q1,A,2968.9920
064821,20100630,2010,2,INDL,C,D,STD,ARE,USD,2010Q2,2010Q2,A,3145.3066
064821,20100930,2010,3,INDL,C,D,STD,ARE,USD,2010Q3,2010Q3,A,3842.4400
064821,20101231,2010,4,INDL,C,D,STD,ARE,USD,2010Q4,2010Q4,A,4026.8824
064821,20110331,2011,1,INDL,C,D,STD,ARE,USD,2011Q1,2011Q1,A,4292.2485
064821,20110630,2011,2,INDL,C,D,STD,ARE,USD,2011Q2,2011Q2,A,4752.0396
064821,20110930,2011,3,INDL,C,D,STD,ARE,USD,2011Q3,2011Q3,A,3773.2750
064821,20111231,2011,4,INDL,C,D,STD,ARE,USD,2011Q4,2011Q4,A,4245.7932
064821,20120331,2012,1,INDL,C,D,STD,ARE,USD,2012Q1,2012Q1,A,4507.3676
064821,20120630,2012,2,INDL,C,D,STD,ARE,USD,2012Q2,2012Q2,A,4526.8200
064821,20120930,2012,3,INDL,C,D,STD,ARE,USD,2012Q3,2012Q3,A,4643.5967
064821,20121231,2012,4,INDL,C,D,STD,ARE,USD,2012Q4,2012Q4,A,4384.1434
064821,20130331,2013,1,INDL,C,D,STD,ARE,USD,2013Q1,2013Q1,A,4494.2407
064821,20130630,2013,2,INDL,C,D,STD,ARE,USD,2013Q2,2013Q2,A,4665.9228
064821,20130930,2013,3,INDL,C,D,STD,ARE,USD,2013Q3,2013Q3,A,4538.5219
064821,20131231,2013,4,INDL,C,D,STD,ARE,USD,2013Q4,2013Q4,A,4527.9626
064821,20140331,2014,1,INDL,C,D,STD,ARE,USD,2014Q1,2014Q1,A,5169.6098
064821,20140630,2014,2,INDL,C,D,STD,ARE,USD,2014Q2,2014Q2,A,5537.1295
064821,20140930,2014,3,INDL,C,D,STD,ARE,USD,2014Q3,2014Q3,A,5263.6850
064821,20141231,2014,4,INDL,C,D,STD,ARE,USD,2014Q4,2014Q4,A,6341.7154
064821,20150331,2015,1,INDL,C,D,STD,ARE,USD,2015Q1,2015Q1,A,7014.2718
064821,20150630,2015,2,INDL,C,D,STD,ARE,USD,2015Q2,2015Q2,A,6269.9199
064821,20150930,2015,3,INDL,C,D,STD,ARE,USD,2015Q3,2015Q3,A,6078.5440
064821,20151231,2015,4,INDL,C,D,STD,ARE,USD,2015Q4,2015Q4,A,6555.5276
064821,20160331,2016,1,INDL,C,D,STD,ARE,USD,2016Q1,2016Q1,A,6623.5179
064821,20160630,2016,2,INDL,C,D,STD,ARE,USD,2016Q2,2016Q2,A,7931.1848
064821,20160930,2016,3,INDL,C,D,STD,ARE,USD,2016Q3,2016Q3,A,8356.1465
064821,20161231,2016,4,INDL,C,D,STD,ARE,USD,2016Q4,2016Q4,A,9742.3226
064821,20170331,2017,1,INDL,C,D,STD,ARE,USD,2017Q1,2017Q1,A,9933.9797
064821,20170630,2017,2,INDL,C,D,STD,ARE,USD,2017Q2,2017Q2,A,11095.0461
064821,20170930,2017,3,INDL,C,D,STD,ARE,USD,2017Q3,2017Q3,A,11221.8453
064821,20171231,2017,4,INDL,C,D,STD,ARE,USD,2017Q4,2017Q4,A,13030.7926
064821,20180331,2018,1,INDL,C,D,STD,ARE,USD,2018Q1,2018Q1,A,12575.9234
064821,20180630,2018,2,INDL,C,D,STD,ARE,USD,2018Q2,2018Q2,A,13039.1648
064821,20180930,2018,3,INDL,C,D,STD,ARE,USD,2018Q3,2018Q3,A,13309.0852
064821,20181231,2018,4,INDL,C,D,STD,ARE,USD,2018Q4,2018Q4,A,12793.0229
064821,20190331,2019,1,INDL,C,D,STD,ARE,USD,2019Q1,2019Q1,A,15849.9634
064821,20190630,2019,2,INDL,C,D,STD,ARE,USD,2019Q2,2019Q2,A,15800.1047
064821,20190930,2019,3,INDL,C,D,STD,ARE,USD,2019Q3,2019Q3,A,17433.1689
064821,20191231,2019,4,INDL,C,D,STD,ARE,USD,2019Q4,2019Q4,A,19518.8640
064821,20200331,2020,1,INDL,C,D,STD,ARE,USD,2020Q1,2020Q1,A,17040.1216
064821,20200630,2020,2,INDL,C,D,STD,ARE,USD,2020Q2,2020Q2,A,20209.6978
064821,20200930,2020,3,INDL,C,D,STD,ARE,USD,2020Q3,2020Q3,A,21329.9200
064853,20100331,2009,4,INDL,C,D,STD,QRVO,USD,2010Q1,2009Q4,A,1340.1479
064853,20100630,2010,1,INDL,C,D,STD,QRVO,USD,2010Q2,2010Q1,A,1059.7117
064853,20100930,2010,2,INDL,C,D,STD,QRVO,USD,2010Q3,2010Q2,A,1680.0821
064853,20101231,2010,3,INDL,C,D,STD,QRVO,USD,2010Q4,2010Q3,A,2027.2844
064853,20110331,2010,4,INDL,C,D,STD,QRVO,USD,2011Q1,2010Q4,A,1765.1602
064853,20110630,2011,1,INDL,C,D,STD,QRVO,USD,2011Q2,2011Q1,A,1688.6671
064853,20110930,2011,2,INDL,C,D,STD,QRVO,USD,2011Q3,2011Q2,A,1761.9684
064853,20111231,2011,3,INDL,C,D,STD,QRVO,USD,2011Q4,2011Q3,A,1491.6366
064853,20120331,2011,4,INDL,C,D,STD,QRVO,USD,2012Q1,2011Q4,A,1379.4202
064853,20120630,2012,1,INDL,C,D,STD,QRVO,USD,2012Q2,2012Q1,A,1174.3940
064853,20120930,2012,2,INDL,C,D,STD,QRVO,USD,2012Q3,2012Q2,A,1102.5999
064853,20121231,2012,3,INDL,C,D,STD,QRVO,USD,2012Q4,2012Q3,A,1252.5139
064853,20130331,2012,4,INDL,C,D,STD,QRVO,USD,2013Q1,2012Q4,A,1490.4512
064853,20130630,2013,1,INDL,C,D,STD,QRVO,USD,2013Q2,2013Q1,A,1503.5164
064853,20130930,2013,2,INDL,C,D,STD,QRVO,USD,2013Q3,2013Q2,A,1592.3017
064853,20131231,2013,3,INDL,C,D,STD,QRVO,USD,2013Q4,2013Q3,A,1457.8754
064853,20140331,2013,4,INDL,C,D,STD,QRVO,USD,2014Q1,2013Q4,A,2244.6810
064853,20140630,2014,1,INDL,C,D,STD,QRVO,USD,2014Q2,2014Q1,A,2756.3962
064853,20140930,2014,2,INDL,C,D,STD,QRVO,USD,2014Q3,2014Q2,A,3353.4548
064853,20141231,2014,3,INDL,C,D,STD,QRVO,USD,2014Q4,2014Q3,A,4831.7380
064853,20150331,2014,4,INDL,C,D,STD,QRVO,USD,2015Q1,2014Q4,A,11880.0023
064853,20150630,2015,1,INDL,C,D,STD,QRVO,USD,2015Q2,2015Q1,A,11994.8264
064853,20150930,2015,2,INDL,C,D,STD,QRVO,USD,2015Q3,2015Q2,A,6350.9688
064853,20151231,2015,3,INDL,C,D,STD,QRVO,USD,2015Q4,2015Q3,A,6975.8959
064853,20160331,2015,4,INDL,C,D,STD,QRVO,USD,2016Q1,2015Q4,A,6421.5283
064853,20160630,2016,1,INDL,C,D,STD,QRVO,USD,2016Q2,2016Q1,A,7063.1674
064853,20160930,2016,2,INDL,C,D,STD,QRVO,USD,2016Q3,2016Q2,A,7078.7013
064853,20161231,2016,3,INDL,C,D,STD,QRVO,USD,2016Q4,2016Q3,A,6661.4336
064853,20170331,2016,4,INDL,C,D,STD,QRVO,USD,2017Q1,2016Q4,A,8670.3718
064853,20170630,2017,1,INDL,C,D,STD,QRVO,USD,2017Q2,2017Q1,A,8055.8870
064853,20170930,2017,2,INDL,C,D,STD,QRVO,USD,2017Q3,2017Q2,A,8986.0432
064853,20171231,2017,3,INDL,C,D,STD,QRVO,USD,2017Q4,2017Q3,A,8423.1018
064853,20180331,2017,4,INDL,C,D,STD,QRVO,USD,2018Q1,2017Q4,A,8899.3849
064853,20180630,2018,1,INDL,C,D,STD,QRVO,USD,2018Q2,2018Q1,A,10069.1917
064853,20180930,2018,2,INDL,C,D,STD,QRVO,USD,2018Q3,2018Q2,A,9614.7869
064853,20181231,2018,3,INDL,C,D,STD,QRVO,USD,2018Q4,2018Q3,A,7469.8507
064853,20190331,2018,4,INDL,C,D,STD,QRVO,USD,2019Q1,2018Q4,A,8540.3890
064853,20190630,2019,1,INDL,C,D,STD,QRVO,USD,2019Q2,2019Q1,A,7856.1832
064853,20190930,2019,2,INDL,C,D,STD,QRVO,USD,2019Q3,2019Q2,A,8622.0372
064853,20191231,2019,3,INDL,C,D,STD,QRVO,USD,2019Q4,2019Q3,A,13452.2277
064853,20200331,2019,4,INDL,C,D,STD,QRVO,USD,2020Q1,2019Q4,A,9242.2138
064853,20200630,2020,1,INDL,C,D,STD,QRVO,USD,2020Q2,2020Q1,A,12639.5476
064853,20200930,2020,2,INDL,C,D,STD,QRVO,USD,2020Q3,2020Q2,A,14721.4601
064891,20100331,2009,4,INDL,C,D,STD,RL,USD,2010Q1,2009Q4,A,8350.9280
064891,20100630,2010,1,INDL,C,D,STD,RL,USD,2010Q2,2010Q1,A,6989.5680
064891,20100930,2010,2,INDL,C,D,STD,RL,USD,2010Q3,2010Q2,A,8536.7000
064891,20101231,2010,3,INDL,C,D,STD,RL,USD,2010Q4,2010Q3,A,10670.5040
064891,20110331,2010,4,INDL,C,D,STD,RL,USD,2011Q1,2010Q4,A,11684.9250
064891,20110630,2011,1,INDL,C,D,STD,RL,USD,2011Q2,2011Q1,A,12253.1640
064891,20110930,2011,2,INDL,C,D,STD,RL,USD,2011Q3,2011Q2,A,11945.3700
064891,20111231,2011,3,INDL,C,D,STD,RL,USD,2011Q4,2011Q3,A,12744.7840
064891,20120331,2011,4,INDL,C,D,STD,RL,USD,2012Q1,2011Q4,A,16160.3910
064891,20120630,2012,1,INDL,C,D,STD,RL,USD,2012Q2,2012Q1,A,12759.4660
064891,20120930,2012,2,INDL,C,D,STD,RL,USD,2012Q3,2012Q2,A,13837.5450
064891,20121231,2012,3,INDL,C,D,STD,RL,USD,2012Q4,2012Q3,A,13597.7440
064891,20130331,2012,4,INDL,C,D,STD,RL,USD,2013Q1,2012Q4,A,15390.2790
064891,20130630,2013,1,INDL,C,D,STD,RL,USD,2013Q2,2013Q1,A,15723.4700
064891,20130930,2013,2,INDL,C,D,STD,RL,USD,2013Q3,2013Q2,A,14891.5920
064891,20131231,2013,3,INDL,C,D,STD,RL,USD,2013Q4,2013Q3,A,15820.6720
064891,20140331,2013,4,INDL,C,D,STD,RL,USD,2014Q1,2013Q4,A,14274.4910
064891,20140630,2014,1,INDL,C,D,STD,RL,USD,2014Q2,2014Q1,A,14140.7200
064891,20140930,2014,2,INDL,C,D,STD,RL,USD,2014Q3,2014Q2,A,14446.8210
064891,20141231,2014,3,INDL,C,D,STD,RL,USD,2014Q4,2014Q3,A,16164.4680
064891,20150331,2014,4,INDL,C,D,STD,RL,USD,2015Q1,2014Q4,A,11348.4500
064891,20150630,2015,1,INDL,C,D,STD,RL,USD,2015Q2,2015Q1,A,11343.2520
064891,20150930,2015,2,INDL,C,D,STD,RL,USD,2015Q3,2015Q2,A,10008.1520
064891,20151231,2015,3,INDL,C,D,STD,RL,USD,2015Q4,2015Q3,A,9364.3200
064891,20160331,2015,4,INDL,C,D,STD,RL,USD,2016Q1,2015Q4,A,7979.9540
064891,20160630,2016,1,INDL,C,D,STD,RL,USD,2016Q2,2016Q1,A,7375.7260
064891,20160930,2016,2,INDL,C,D,STD,RL,USD,2016Q3,2016Q2,A,8313.7080
064891,20161231,2016,3,INDL,C,D,STD,RL,USD,2016Q4,2016Q3,A,7424.3040
064891,20170331,2016,4,INDL,C,D,STD,RL,USD,2017Q1,2016Q4,A,6611.2200
064891,20170630,2017,1,INDL,C,D,STD,RL,USD,2017Q2,2017Q1,A,5999.9400
064891,20170930,2017,2,INDL,C,D,STD,RL,USD,2017Q3,2017Q2,A,7177.9770
064891,20171231,2017,3,INDL,C,D,STD,RL,USD,2017Q4,2017Q3,A,8429.9970
064891,20180331,2017,4,INDL,C,D,STD,RL,USD,2018Q1,2017Q4,A,9089.3400
064891,20180630,2018,1,INDL,C,D,STD,RL,USD,2018Q2,2018Q1,A,10195.8920
064891,20180930,2018,2,INDL,C,D,STD,RL,USD,2018Q3,2018Q2,A,11072.7750
064891,20181231,2018,3,INDL,C,D,STD,RL,USD,2018Q4,2018Q3,A,8131.9560
064891,20190331,2018,4,INDL,C,D,STD,RL,USD,2019Q1,2018Q4,A,10128.0080
064891,20190630,2019,1,INDL,C,D,STD,RL,USD,2019Q2,2019Q1,A,8769.1480
064891,20190930,2019,2,INDL,C,D,STD,RL,USD,2019Q3,2019Q2,A,7122.0620
064891,20191231,2019,3,INDL,C,D,STD,RL,USD,2019Q4,2019Q3,A,8639.1140
064891,20200331,2019,4,INDL,C,D,STD,RL,USD,2020Q1,2019Q4,A,4845.1750
064891,20200630,2020,1,INDL,C,D,STD,RL,USD,2020Q2,2020Q1,A,5301.2120
064891,20200930,2020,2,INDL,C,D,STD,RL,USD,2020Q3,2020Q2,A,4968.6070
064925,20100331,2010,1,INDL,C,D,STD,BXP,USD,2010Q1,2010Q1,A,10486.4618
064925,20100630,2010,2,INDL,C,D,STD,BXP,USD,2010Q2,2010Q2,A,9935.7358
064925,20100930,2010,3,INDL,C,D,STD,BXP,USD,2010Q3,2010Q3,A,11641.6210
064925,20101231,2010,4,INDL,C,D,STD,BXP,USD,2010Q4,2010Q4,A,12071.1339
064925,20110331,2011,1,INDL,C,D,STD,BXP,USD,2011Q1,2011Q1,A,13758.7513
064925,20110630,2011,2,INDL,C,D,STD,BXP,USD,2011Q2,2011Q2,A,15540.4439
064925,20110930,2011,3,INDL,C,D,STD,BXP,USD,2011Q3,2011Q3,A,13153.5657
064925,20111231,2011,4,INDL,C,D,STD,BXP,USD,2011Q4,2011Q4,A,14751.5568
064925,20120331,2012,1,INDL,C,D,STD,BXP,USD,2012Q1,2012Q1,A,15683.8262
064925,20120630,2012,2,INDL,C,D,STD,BXP,USD,2012Q2,2012Q2,A,16333.0929
064925,20120930,2012,3,INDL,C,D,STD,BXP,USD,2012Q3,2012Q3,A,16686.1822
064925,20121231,2012,4,INDL,C,D,STD,BXP,USD,2012Q4,2012Q4,A,16040.9018
064925,20130331,2013,1,INDL,C,D,STD,BXP,USD,2013Q1,2013Q1,A,15324.7384
064925,20130630,2013,2,INDL,C,D,STD,BXP,USD,2013Q2,2013Q2,A,16072.0460
064925,20130930,2013,3,INDL,C,D,STD,BXP,USD,2013Q3,2013Q3,A,16290.5979
064925,20131231,2013,4,INDL,C,D,STD,BXP,USD,2013Q4,2013Q4,A,15354.9037
064925,20140331,2014,1,INDL,C,D,STD,BXP,USD,2014Q1,2014Q1,A,17525.0370
064925,20140630,2014,2,INDL,C,D,STD,BXP,USD,2014Q2,2014Q2,A,18092.5307
064925,20140930,2014,3,INDL,C,D,STD,BXP,USD,2014Q3,2014Q3,A,17722.8560
064925,20141231,2014,4,INDL,C,D,STD,BXP,USD,2014Q4,2014Q4,A,19704.2407
064925,20150331,2015,1,INDL,C,D,STD,BXP,USD,2015Q1,2015Q1,A,21549.9130
064925,20150630,2015,2,INDL,C,D,STD,BXP,USD,2015Q2,2015Q2,A,18576.4930
064925,20150930,2015,3,INDL,C,D,STD,BXP,USD,2015Q3,2015Q3,A,18183.2800
064925,20151231,2015,4,INDL,C,D,STD,BXP,USD,2015Q4,2015Q4,A,19587.5932
064925,20160331,2016,1,INDL,C,D,STD,BXP,USD,2016Q1,2016Q1,A,19520.1234
064925,20160630,2016,2,INDL,C,D,STD,BXP,USD,2016Q2,2016Q2,A,20269.7325
064925,20160930,2016,3,INDL,C,D,STD,BXP,USD,2016Q3,2016Q3,A,20957.7222
064925,20161231,2016,4,INDL,C,D,STD,BXP,USD,2016Q4,2016Q4,A,19343.7062
064925,20170331,2017,1,INDL,C,D,STD,BXP,USD,2017Q1,2017Q1,A,20371.1461
064925,20170630,2017,2,INDL,C,D,STD,BXP,USD,2017Q2,2017Q2,A,18982.9702
064925,20170930,2017,3,INDL,C,D,STD,BXP,USD,2017Q3,2017Q3,A,18963.0874
064925,20171231,2017,4,INDL,C,D,STD,BXP,USD,2017Q4,2017Q4,A,20066.8798
064925,20180331,2018,1,INDL,C,D,STD,BXP,USD,2018Q1,2018Q1,A,19020.4856
064925,20180630,2018,2,INDL,C,D,STD,BXP,USD,2018Q2,2018Q2,A,19366.3530
064925,20180930,2018,3,INDL,C,D,STD,BXP,USD,2018Q3,2018Q3,A,19010.0196
064925,20181231,2018,4,INDL,C,D,STD,BXP,USD,2018Q4,2018Q4,A,17384.2479
064925,20190331,2019,1,INDL,C,D,STD,BXP,USD,2019Q1,2019Q1,A,20686.4682
064925,20190630,2019,2,INDL,C,D,STD,BXP,USD,2019Q2,2019Q2,A,19938.6270
064925,20190930,2019,3,INDL,C,D,STD,BXP,USD,2019Q3,2019Q3,A,20041.8055
064925,20191231,2019,4,INDL,C,D,STD,BXP,USD,2019Q4,2019Q4,A,21339.3494
064925,20200331,2020,1,INDL,C,D,STD,BXP,USD,2020Q1,2020Q1,A,14324.7025
064925,20200630,2020,2,INDL,C,D,STD,BXP,USD,2020Q2,2020Q2,A,14065.1164
064925,20200930,2020,3,INDL,C,D,STD,BXP,USD,2020Q3,2020Q3,A,12497.5708
065290,20100331,2010,1,INDL,C,D,STD,SLG,USD,2010Q1,2010Q1,A,4462.7075
065290,20100630,2010,2,INDL,C,D,STD,SLG,USD,2010Q2,2010Q2,A,4304.6784
065290,20100930,2010,3,INDL,C,D,STD,SLG,USD,2010Q3,2010Q3,A,4955.6992
065290,20101231,2010,4,INDL,C,D,STD,SLG,USD,2010Q4,2010Q4,A,5286.4381
065290,20110331,2011,1,INDL,C,D,STD,SLG,USD,2011Q1,2011Q1,A,6085.5600
065290,20110630,2011,2,INDL,C,D,STD,SLG,USD,2011Q2,2011Q2,A,6985.6924
065290,20110930,2011,3,INDL,C,D,STD,SLG,USD,2011Q3,2011Q3,A,4983.8039
065290,20111231,2011,4,INDL,C,D,STD,SLG,USD,2011Q4,2011Q4,A,5716.5791
065290,20120331,2012,1,INDL,C,D,STD,SLG,USD,2012Q1,2012Q1,A,6890.7053
065290,20120630,2012,2,INDL,C,D,STD,SLG,USD,2012Q2,2012Q2,A,7216.6251
065290,20120930,2012,3,INDL,C,D,STD,SLG,USD,2012Q3,2012Q3,A,7235.3654
065290,20121231,2012,4,INDL,C,D,STD,SLG,USD,2012Q4,2012Q4,A,6994.3125
065290,20130331,2013,1,INDL,C,D,STD,SLG,USD,2013Q1,2013Q1,A,7883.8011
065290,20130630,2013,2,INDL,C,D,STD,SLG,USD,2013Q2,2013Q2,A,8096.9885
065290,20130930,2013,3,INDL,C,D,STD,SLG,USD,2013Q3,2013Q3,A,8192.2918
065290,20131231,2013,4,INDL,C,D,STD,SLG,USD,2013Q4,2013Q4,A,8775.4533
065290,20140331,2014,1,INDL,C,D,STD,SLG,USD,2014Q1,2014Q1,A,9590.9978
065290,20140630,2014,2,INDL,C,D,STD,SLG,USD,2014Q2,2014Q2,A,10458.1737
065290,20140930,2014,3,INDL,C,D,STD,SLG,USD,2014Q3,2014Q3,A,9721.1474
065290,20141231,2014,4,INDL,C,D,STD,SLG,USD,2014Q4,2014Q4,A,11583.6215
065290,20150331,2015,1,INDL,C,D,STD,SLG,USD,2015Q1,2015Q1,A,12778.0465
065290,20150630,2015,2,INDL,C,D,STD,SLG,USD,2015Q2,2015Q2,A,10943.9451
065290,20150930,2015,3,INDL,C,D,STD,SLG,USD,2015Q3,2015Q3,A,10779.1174
065290,20151231,2015,4,INDL,C,D,STD,SLG,USD,2015Q4,2015Q4,A,11295.2885
065290,20160331,2016,1,INDL,C,D,STD,SLG,USD,2016Q1,2016Q1,A,9695.8473
065290,20160630,2016,2,INDL,C,D,STD,SLG,USD,2016Q2,2016Q2,A,10664.4611
065290,20160930,2016,3,INDL,C,D,STD,SLG,USD,2016Q3,2016Q3,A,10838.5384
065290,20161231,2016,4,INDL,C,D,STD,SLG,USD,2016Q4,2016Q4,A,10815.4431
065290,20170331,2017,1,INDL,C,D,STD,SLG,USD,2017Q1,2017Q1,A,10744.7371
065290,20170630,2017,2,INDL,C,D,STD,SLG,USD,2017Q2,2017Q2,A,10407.2286
065290,20170930,2017,3,INDL,C,D,STD,SLG,USD,2017Q3,2017Q3,A,9873.2287
065290,20171231,2017,4,INDL,C,D,STD,SLG,USD,2017Q4,2017Q4,A,9366.6068
065290,20180331,2018,1,INDL,C,D,STD,SLG,USD,2018Q1,2018Q1,A,8630.9421
065290,20180630,2018,2,INDL,C,D,STD,SLG,USD,2018Q2,2018Q2,A,8617.9343
065290,20180930,2018,3,INDL,C,D,STD,SLG,USD,2018Q3,2018Q3,A,8347.9828
065290,20181231,2018,4,INDL,C,D,STD,SLG,USD,2018Q4,2018Q4,A,6617.7307
065290,20190331,2019,1,INDL,C,D,STD,SLG,USD,2019Q1,2019Q1,A,7487.9082
065290,20190630,2019,2,INDL,C,D,STD,SLG,USD,2019Q2,2019Q2,A,6623.2917
065290,20190930,2019,3,INDL,C,D,STD,SLG,USD,2019Q3,2019Q3,A,6663.8513
065290,20191231,2019,4,INDL,C,D,STD,SLG,USD,2019Q4,2019Q4,A,7277.0798
065290,20200331,2020,1,INDL,C,D,STD,SLG,USD,2020Q1,2020Q1,A,3298.7016
065290,20200630,2020,2,INDL,C,D,STD,SLG,USD,2020Q2,2020Q2,A,3631.4408
065290,20200930,2020,3,INDL,C,D,STD,SLG,USD,2020Q3,2020Q3,A,3386.8648
065417,20100331,2010,1,INDL,C,D,STD,YUM,USD,2010Q1,2010Q1,A,17900.1100
065417,20100630,2010,2,INDL,C,D,STD,YUM,USD,2010Q2,2010Q2,A,18231.6800
065417,20100930,2010,3,INDL,C,D,STD,YUM,USD,2010Q3,2010Q3,A,21556.0800
065417,20101231,2010,4,INDL,C,D,STD,YUM,USD,2010Q4,2010Q4,A,23004.4500
065417,20110331,2011,1,INDL,C,D,STD,YUM,USD,2011Q1,2011Q1,A,23994.4600
065417,20110630,2011,2,INDL,C,D,STD,YUM,USD,2011Q2,2011Q2,A,25686.6000
065417,20110930,2011,3,INDL,C,D,STD,YUM,USD,2011Q3,2011Q3,A,22768.7900
065417,20111231,2011,4,INDL,C,D,STD,YUM,USD,2011Q4,2011Q4,A,27144.6000
065417,20120331,2012,1,INDL,C,D,STD,YUM,USD,2012Q1,2012Q1,A,32742.8000
065417,20120630,2012,2,INDL,C,D,STD,YUM,USD,2012Q2,2012Q2,A,29504.3600
065417,20120930,2012,3,INDL,C,D,STD,YUM,USD,2012Q3,2012Q3,A,29985.6800
065417,20121231,2012,4,INDL,C,D,STD,YUM,USD,2012Q4,2012Q4,A,29946.4000
065417,20130331,2013,1,INDL,C,D,STD,YUM,USD,2013Q1,2013Q1,A,32373.0000
065417,20130630,2013,2,INDL,C,D,STD,YUM,USD,2013Q2,2013Q2,A,30994.9800
065417,20130930,2013,3,INDL,C,D,STD,YUM,USD,2013Q3,2013Q3,A,31768.5500
